Time.point.number	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2
PWY.5871..ubiquinol.9.biosynthesis..eukaryotic.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.411116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.455381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.5872..ubiquinol.10.biosynthesis..eukaryotic.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.334798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.5873..ubiquinol.7.biosynthesis..eukaryotic.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.411116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.455381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.5896..superpathway.of.menaquinol.10.biosynthesis	11.9443	7.95968	11.8695	0	0	0	2.84409	0	0	0	3.19712	0	0	10.6298	4.01469	0	19.6817	12.3016	41.6463	0	0	0	0	0	4.5691	13.0955	11.7617	0	0	0	0	0	0	10.4827	9.76959	5.32363	0	23.8816	13.2994	0	0	84.008	0	0	0	0	0	58.4301	34.0677	2.15353	0	0	6.4588	2.95259	4.96915	0	0	3.99188	0	34.3257	0	6.51714	0	10.1646	2.01776	5.18178	0	1.286	0	1.57791	7.96982	0	0	1.92334	2.13637	9.3812	0	1.60035	18.8613	0
PWY.5897..superpathway.of.menaquinol.11.biosynthesis	13.6472	9.11672	17.0515	3.82903	3.26423	10.0148	6.86668	5.6072	6.86472	0	4.14273	6.34491	2.38703	15.5465	9.67765	1.18344	20.7741	16.9897	63.7397	7.50935	0	0	2.7721	5.89157	6.28956	21.8606	32.1781	0	0	1.52748	1.10461	0	0	12.9883	11.3637	10.2698	4.09739	25.0507	15.8116	1.77055	6.07011	91.2238	2.48125	1.4432	5.59872	0	11.6628	68.9143	48.6135	3.84107	0	5.61055	10.003	5.95842	7.6769	0	10.7414	6.34304	0	55.0756	19.7453	18.6761	10.0793	19.6333	7.09892	10.5023	5.3276	3.1756	0	2.84313	13.4107	0.515595	0	4.33296	4.00818	11.0945	0	3.24997	47.0727	7.44406
PWY.5898..superpathway.of.menaquinol.12.biosynthesis	13.6472	9.11672	17.0515	3.82903	3.26423	10.0148	6.86668	5.6072	6.86472	0	4.14273	6.34491	2.38703	15.5465	9.67765	1.18344	20.7741	16.9897	63.7397	7.50935	0	0	2.7721	5.89157	6.28956	21.8606	32.1781	0	0	1.52748	1.10461	0	0	12.9883	11.3637	10.2698	4.09739	25.0507	15.8116	1.77055	6.07011	91.2238	2.48125	1.4432	5.59872	0	11.6628	68.9143	48.6135	3.84107	0	5.61055	10.003	5.95842	7.6769	0	10.7414	6.34304	0	55.0756	19.7453	18.6761	10.0793	19.6333	7.09892	10.5023	5.3276	3.1756	0	2.84313	13.4107	0.515595	0	4.33296	4.00818	11.0945	0	3.24997	47.0727	7.44406
PWY.5899..superpathway.of.menaquinol.13.biosynthesis	13.6472	9.11672	17.0515	3.82903	3.26423	10.0148	6.86668	5.6072	6.86472	0	4.14273	6.34491	2.38703	15.5465	9.67765	1.18344	20.7741	16.9897	63.7397	7.50935	0	0	2.7721	5.89157	6.28956	21.8606	32.1781	0	0	1.52748	1.10461	0	0	12.9883	11.3637	10.2698	4.09739	25.0507	15.8116	1.77055	6.07011	91.2238	2.48125	1.4432	5.59872	0	11.6628	68.9143	48.6135	3.84107	0	5.61055	10.003	5.95842	7.6769	0	10.7414	6.34304	0	55.0756	19.7453	18.6761	10.0793	19.6333	7.09892	10.5023	5.3276	3.1756	0	2.84313	13.4107	0.515595	0	4.33296	4.00818	11.0945	0	3.24997	47.0727	7.44406
PWY.5910..superpathway.of.geranylgeranyldiphosphate.biosynthesis.I..via.mevalonate.	1.87228	0.736305	1.2425	0	0	0	5.46916	0	2.29773	0	2.53849	0	0.397021	1.27591	0.39571	0	1.08596	1.58541	1.94113	0.612049	0	0	1.05685	2.75479	1.96992	1.78409	0	0.456628	0	0.73377	0	0	0	1.71166	1.97948	0.793784	0	6.63814	4.60718	0	0	15.5353	2.24906	0	0	0	0	1.43226	0.459878	0.380514	0	0	0	1.06243	0	0.424579	0.391911	1.58414	0.537777	0.538309	1.35306	0	2.10836	1.81117	0	0	0	0.889849	0	0	2.11467	0	0	0	0	1.30165	0	0	0.926414	0
PWY.5913..TCA.cycle.VI..obligate.autotrophs.	7.24875	1.75763	4.43624	0.43185	3.51463	0.796399	7.68616	0	0.292261	0	5.66044	0.863736	0.143681	7.30134	6.78746	3.5067	18.0994	11.9224	13.887	0.510599	0.150537	0.146575	4.8484	1.52327	2.02731	1.71925	4.21617	12.014	0	4.40737	0	0	0	3.16263	2.01754	2.49316	4.34562	30.1608	2.73166	0	0.248209	71.7722	33.1663	0	0.363857	0.404141	0.485651	43.2974	31.8199	0.584181	0	0	0	0.193764	3.61568	6.54539	0.630344	38.0087	0	15.9587	2.56245	3.28198	3.56371	4.14528	0.428141	1.54735	0.289077	0.782773	0	13.338	3.46101	0.133435	0	0	0.152924	9.15839	7.20242	0.581922	20.011	2.24491
PWY.5918..superpathay.of.heme.biosynthesis.from.glutamate	5.34178	2.98379	6.04824	2.09961	2.95086	3.51028	2.99026	0	0.984846	0	3.04125	1.49741	2.06355	5.53762	2.62456	0.8307	1.00681	4.60361	5.60959	1.9684	0	0.523064	1.48554	0	3.28063	3.70406	7.56881	0	0	1.22855	0	0	0	3.63743	3.20172	4.86581	1.72889	13.0028	4.38935	1.37	1.31581	3.89486	1.19938	0	0	0	4.27702	3.11067	17.38	0	2.60469	0	0	1.95887	1.30509	0.864562	2.9666	3.43254	0.546692	14.7722	3.526	4.21467	2.56972	5.72769	2.50376	5.26521	1.05851	1.40909	0	0	5.76943	0.437908	0	0.469014	2.07133	11.172	1.13158	1.6896	14.5413	2.58261
PWY.5920..superpathway.of.heme.biosynthesis.from.glycine	2.37994	1.04182	0	0	1.07358	0.694121	1.59002	0	0	0	1.14614	0	0	2.59484	0.974798	0.209723	0	0	3.40462	0.571476	0	0	0	0	1.74874	0.889231	6.80283	0	0	0.400189	0	0	0	2.3115	0.906523	2.99798	0	4.22088	1.86379	0	0	0.470188	0.394767	0	0	0	1.13461	0.503707	8.95411	0	0	0	0	0.467344	0.590922	0	1.41512	0.961781	0	10.3072	1.17906	2.8136	0	2.39045	0.913404	0	0	0.741223	0	0	2.24577	0	0	0	0.676084	4.55868	0.44471	0.454255	10.3968	1.6507
PWY.5941..glycogen.degradation.II..eukaryotic.	0	0	0	0	0	0	0	0	0	0	0	0	0	0.306211	0	0	0	0	0.163093	0	0	0	0	0	0	0.724747	0	0	0	0.109072	0	0	0	0	0	0	0	0	0	0.412356	0	0.233042	16.7118	0	0	0	0	0.107708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.5971..palmitate.biosynthesis.II..bacteria.and.plants.	17.2509	13.0548	19.1087	13.3091	16.8879	6.68109	7.46896	1.03925	4.70115	1.84125	7.34838	0	0	17.6737	10.739	5.93954	21.0113	23.2583	30.0661	16.2798	2.76423	43.6819	1.05926	9.47652	12.3906	10.9838	0	11.8091	20.2298	2.45485	0	5.27916	0	24.1906	6.10476	5.83656	4.41389	55.7765	9.29581	3.20614	1.68033	97.2297	3.40901	0	10.418	8.76577	15.2396	150.473	57.6925	9.90524	0	0.948318	9.83467	8.29459	29.8914	6.82945	2.96421	9.60976	7.87743	26.2854	14.7358	7.44457	8.61085	10.3719	0	0	1.08172	3.4256	0	9.44327	9.75714	1.0371	0	2.13304	2.86193	11.3054	0.472705	5.67446	36.1747	3.54555
PWY.5973..cis.vaccenate.biosynthesis	71.1087	48.4284	215.859	74.6212	70.1379	84.358	66.4921	193.78	106.397	182.608	91.8471	94.7738	58.8832	43.0142	111.941	71.0259	11.6609	55.7184	176.551	91.4394	116.538	157.582	77.7088	135.044	100.352	158.58	150.144	114.813	214.371	137.137	240.845	207.072	266.524	88.2113	213.917	42.9368	71.6863	268.048	117.433	39.6528	89.1056	83.6606	28.7111	283.901	117.136	106.583	151.587	101.032	103.076	58.2251	44.0928	66.419	111.751	178.176	88.1818	98.3351	265.216	142.312	192.359	168	111.737	68.511	106.225	95.7917	172.27	341.562	90.2043	156.48	118.892	219.359	99.8987	54.3014	14.82	136.83	85.5304	97.2835	218.787	130.222	126.201	111.52
PWY.5989..stearate.biosynthesis.II..bacteria.and.plants.	31.771	34.7031	12.1882	6.4118	9.16354	35.3677	7.41549	59.9476	31.9207	3.58926	12.6228	21.7601	15.5042	13.312	34.2297	42.3063	18.6152	28.9146	23.5055	13.1511	4.81909	38.8047	37.7261	12.2977	9.72528	24.5413	16.325	68.0956	65.99	65.6983	9.05229	11.7153	47.8509	30.5466	73.0966	14.2341	25.6748	76.9326	6.48719	2.13883	24.0389	77.805	13.6498	0.784252	49.2071	37.6793	13.214	141.493	56.2067	27.0102	1.31764	35.2701	50.9244	19.3775	15.049	29.942	21.5964	36.7534	78.0765	18.4006	12.4819	4.64186	31.1796	7.14553	2.75482	11.9268	25.2074	2.25687	6.55385	7.20041	44.3889	4.0574	10.492	21.2775	4.23151	34.0106	50.5492	28.7276	26.2182	16.1414
PWY.6071..superpathway.of.phenylethylamine.degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.6075..ergosterol.biosynthesis.I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.6113..superpathway.of.mycolate.biosynthesis	17.6101	13.549	13.1012	11.4015	14.7268	6.9309	7.28897	1.08977	4.87093	1.85789	7.38582	0	0	17.113	10.9684	6.19532	14.0725	23.6467	26.7843	9.13653	2.78286	40.5732	1.11193	9.29983	6.5673	11.0963	0	12.3142	20.7205	2.57168	0	5.33311	0	24.4176	6.39885	5.97664	4.64453	60.4787	7.02872	2.9839	1.75709	0	3.54975	0	10.7757	9.03812	14.4996	10.5226	56.7329	10.5549	0	0.994979	10.2175	8.36522	22.2653	7.0345	3.07617	9.8515	8.18663	16.5612	13.7109	6.08075	8.88447	8.52876	0	0	1.13296	2.99278	0	8.98104	10.121	1.06987	0	2.21756	2.85473	11.6212	0.495879	5.85043	24.2869	3.64747
PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I	94.7181	76.9931	188.477	107.67	93.6421	109.722	100.132	270.449	89.3651	133.348	102.532	176.405	40.3376	79.1578	130.931	131.356	16.7629	84.3802	91.3118	131.486	218.242	64.5733	109.459	130.224	133.27	131.24	101.275	174.26	174.602	129.122	277.306	152.278	171.472	164.048	191.585	72.6094	139.818	145.387	137.116	69.584	130.05	130.734	171.9	194.132	164.722	127.147	106.867	73.1851	113.669	93.4758	68.2405	123.271	84.116	124.627	58.4271	124.235	204.562	162.249	198.067	152.292	88.2853	57.5985	166.871	130.807	131.291	121.768	178.589	154.369	118.749	186.505	135.417	248.609	105.52	208.201	89.1264	156.077	156.573	126.893	108.458	87.4853
PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II	92.1047	73.5896	165.27	119.245	109.128	103.907	100.172	254.641	83.9393	118.504	105.291	165.094	40.8164	80.3129	139.868	125.53	15.713	93.9963	82.3671	135.479	229.976	65.1583	109.132	145.08	135.755	121.239	86.766	177.608	172.282	125.395	240.009	145.604	177.839	165.571	176.673	73.9258	138.753	130.985	145.112	67.727	127.952	141.297	178.184	168.653	164.267	123.679	115.804	99.5527	107.588	97.014	66.1124	117.818	75.0264	154.072	67.6906	122.095	207.915	153.23	182.972	136.321	93.5905	69.3433	165.404	121.294	159.293	132.403	183.583	137.742	112.483	197.632	147.23	252.856	108.889	202.809	106.402	151.618	140.216	115.893	94.4434	93.005
PWY.6123..inosine.5..phosphate.biosynthesis.I	94.3495	47.0563	28.6518	17.5503	22.9958	51.3094	61.9794	79.8559	54.4311	104.239	63.2351	77.3602	18.6363	30.4868	64.6305	95.5437	18.4956	45.4319	40.7248	117.642	182.809	59.0313	73.0877	55.6481	53.0307	67.2545	131.872	86.2371	128.997	55.2777	66.7188	53.1791	52.2762	58.6308	115.696	54.4673	99.1481	112.164	74.4	54.8895	53.3971	113.692	91.9961	47.0554	55.5151	45.095	53.4278	132.861	59.3019	41.1885	35.1837	68.6248	79.5936	54.1495	36.5417	74.1043	90.0085	60.6444	141.538	51.0674	23.9351	20.9958	111.686	69.142	102.594	57.7178	153.147	99.3736	37.0944	89.2665	128.026	197.134	51.8029	43.3035	61.9138	83.9381	148.531	36.3575	53.6335	54.7643
PWY.6124..inosine.5..phosphate.biosynthesis.II	92.0107	43.4151	24.1844	14.7267	19.7831	45.6207	56.8581	69.6768	47.4264	93.5625	57.2786	69.1583	16.3278	27.3225	57.6606	90.0645	18.4176	41.8966	34.3987	112.408	175.068	50.7345	66.9755	48.485	32.3206	59.0931	120.262	76.8961	113.556	48.3336	56.7002	44.8201	44.023	52.1694	104.216	52.5923	92.6269	100.527	69.3229	51.813	47.4481	110.93	82.7266	40.0183	49.0778	40.0313	45.0963	139.027	53.9515	43.1981	31.5858	62.7584	74.3958	46.4851	31.2544	68.6166	77.7738	28.912	130.094	43.8913	20.16	17.7716	102.04	61.08	93.1931	48.6435	146.25	86.4791	31.6644	76.5332	122.299	190.959	47.2721	37.0304	56.5753	76.5534	133.048	31.2667	36.5374	48.8215
PWY.6125..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.II	38.2785	33.6979	263.9	26.7388	98.6001	65.0886	28.7879	114.91	76.6424	136.53	23.6946	107.267	38.5814	31.2248	90.1835	27.118	21.7876	22.4971	78.9341	43.441	49.6058	16.8568	20.4148	49.5689	32.1959	91.512	76.4262	73.6766	87.0348	33.3047	33.1445	153.64	120.035	31.7675	13.239	25.4371	18.7197	35.5138	23.4682	28.7268	37.1922	139.085	23.6761	231.733	76.5122	76.9269	70.756	92.0225	92.8258	37.9946	32.1818	51.9075	28.2099	54.0037	6.91841	22.9192	59.0122	77.8979	182.741	164.094	21.728	9.14111	61.4952	104.599	52.8927	108.556	8.41818	187.847	104.552	114.507	31.3346	122.48	15.1806	98.0675	39.7685	115.842	154.686	102.204	166.808	67.1653
PWY.6126..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.II	53.7892	46.9808	324.591	38.2555	180.951	86.0409	40.6551	153.576	89.4122	179.172	33.3037	138.096	43.0639	42.4735	119.606	38.658	27.061	31.9427	103.638	59.3342	69.3863	24.9186	29.4822	66.3762	44.5174	122.389	103.889	100.009	117.952	47.6288	98.1855	186.879	157.096	45.2605	19.3608	35.4692	27.0892	51.1292	44.1548	39.4566	51.1831	165.34	32.9504	310.604	102.54	103.699	95.5333	116.589	119.274	48.0918	42.2658	70.4919	39.9778	71.2612	11.1941	33.1268	83.6957	103.093	222.801	206.017	31.3636	13.4337	84.7209	137.039	74.3412	144.188	12.618	239.946	135.709	153.863	44.9096	161.834	21.992	127.193	55.073	144.493	176.859	134.891	208.525	85.9481
PWY.6138..CMP.N.acetylneuraminate.biosynthesis.I..eukaryotes.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.6145..superpathway.of.sialic.acids.and.CMP.sialic.acids.biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.6147..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.I	9.12083	7.95482	6.35424	1.42536	32.4067	8.46065	2.1039	19.482	7.48765	12.5866	8.66315	15.7755	0.637638	15.2329	11.7597	3.02146	16.8552	23.006	38.9587	4.30165	5.49968	24.362	2.22882	2.96594	4.17067	17.6209	18.7486	4.23327	19.7495	4.15415	0.850823	11.4547	4.16438	2.85244	33.3339	6.31364	5.05193	12.033	62.4097	3.13993	3.84055	95.6169	13.0362	0	1.96728	1.21585	1.9343	61.2836	48.5626	27.7117	4.00827	7.70162	13.2703	1.53289	1.80986	7.0066	4.80633	23.2087	73.0112	27.9238	6.98247	12.9346	6.7064	14.2741	12.5032	14.6911	10.5252	3.15218	9.36381	2.75161	5.21133	1.96032	10.5092	0.721724	12.6095	14.0372	84.0773	7.13836	31.4505	1.63999
PWY.6151..S.adenosyl.L.methionine.cycle.I	112.251	90.3075	401.14	325.147	56.7328	140.903	106.564	364.401	125.107	315.441	130.058	227.961	120.594	83.5558	153.305	146.448	21.9886	95.6534	440.957	130.843	220.475	118.219	152.269	210.656	184.453	230.394	226.966	204.627	398.315	204.583	602.236	563.138	650.308	166.269	324.504	56.6139	130.129	312.833	144.004	69.2383	137.053	122.202	244.001	510.042	150.359	150.319	426.869	99.4952	140.287	102.115	72.6847	159.183	170.405	268.889	144.861	142.452	428.116	182.205	257.315	250.552	280.146	162.878	163.129	169.109	225.444	662.984	250.022	357.76	259.965	438.446	185.165	239.143	103.006	263.753	107.555	165.366	285.328	200.725	239.993	111.346
PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate	82.4483	79.5419	171.876	164.75	90.3355	124.312	112.956	298.026	108.019	109.395	110.768	145.048	79.7967	75.8706	130.512	103.234	27.9942	96.5843	180.737	114.304	230.051	69.0446	135.391	191.075	158.111	132.491	131.557	183.4	181.039	197.054	247.763	193.478	297.356	176.495	291.872	75.4987	158.463	306.229	143.671	57.0933	120.406	115.139	220.675	156.024	136.654	108.582	199.528	112.221	121.149	104.894	56.6787	140.437	165.163	193.402	65.8218	124.16	202.271	161.754	164.435	131.33	143.982	103.784	146.107	93.9976	108.452	140.782	192.759	205.796	126.107	145.188	129.352	171.441	94.3103	250.37	84.5258	125.401	239.612	145.401	127	106.439
PWY.6165..chorismate.biosynthesis.II..archaea.	1.63536	3.99243	0	0	0	1.07792	0	0	0	0	2.1479	0	0	2.94405	1.67883	0	0	1.19159	0	0	0	0	0	0	0	0	0	0	0	0.432511	0	0	0	0	0	1.29255	1.95991	0	0	0	0	0	1.09153	0	0	0	0	0	0.495971	3.27055	0	0	0	0	0	0.713764	0	0	0	0	0	4.71729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.6167..flavin.biosynthesis.II..archaea.	1.1999	1.33674	0	2.35476	0	3.35799	0	0	0	0	3.60757	0	0	3.15138	7.23458	0	0	0.827239	0	0	0	0	0.841909	0	0	0	0	0	0	0	0	0	0	0	0	1.73212	0	0	0	0	1.3297	0	9.41921	0	0	0	0	0	0	35.0303	0	0	0	0	0	0	0	1.07603	0	0	0	0	0	0	5.64718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.6168..flavin.biosynthesis.III..fungi.	50.7259	35.1352	71.8317	6.64759	15.7984	65.2373	34.2049	89.6077	70.4457	134.39	33.2353	110.276	28.5129	25.7013	71.9508	26.2643	15.7456	37.8994	54.914	113.047	145.325	68.4332	32.672	40.8391	59.4127	90.1548	177.018	65.485	202.188	70.3124	136.888	108.413	84.7737	62.4649	122.15	32.8614	42.6457	62.966	74.1121	40.1373	73.2274	86.8719	100.906	80.3861	80.043	86.8654	53.7549	87.7762	69.3262	48.4316	40.5407	70.4091	67.3055	5.10073	16.554	56.9141	134.831	88.418	207.206	95.4876	16.0491	10.7966	83.8714	91.0446	57.9491	86.4007	48.0426	181.534	70.922	154.144	50.5582	36.0157	8.16402	57.7374	21.9227	111.031	156.386	76.493	70.276	28.3635
PWY.6174..mevalonate.pathway.II..archaea.	0.988289	0.759112	0	0	0.260511	0	0	0	0	0	1.36072	0	0	0.509099	0.549334	0	0	1.28443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.643113	0.469952	0	0	0	0	0	1.94777	0	0	0	0	0	0	0	0	0	0	0	0	0.370641	0	0	0	0	0.882089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.6185..4.methylcatechol.degradation..ortho.cleavage.	0.392753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.621..sucrose.degradation.III..sucrose.invertase.	128.765	58.5466	15.3696	12.268	22.9219	70.6748	68.3718	96.3963	35.1882	74.9949	66.1273	75.6926	56.6828	16.7862	64.1054	153.594	31.0882	47.9505	35.2105	93.2453	211.455	39.9182	73.716	43.9386	42.1137	43.2556	9.88237	122.049	85.1812	78.2296	15.2639	48.4937	52.173	83.387	92.5083	33.4543	53.9352	103.149	26.7624	63.9642	53.9797	110.985	115.136	51.2909	84.3104	61.5629	47.8469	146.591	52.5918	60.0148	24.6783	108.923	109.326	48.9258	26.3882	85.0242	74.4782	27.3791	66.8549	32.8313	20.6997	14.4629	147.414	62.9003	93.7141	43.6338	230.555	87.0972	45.1977	79.2933	149.457	231	69.6932	35.5627	65.73	89.192	43.6049	28.0654	7.92662	26.1101
PWY.622..starch.biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.635409	0	0	0	0	0	0	0	0	0.411118	0	0	0	2.72574	0.761892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.6263..superpathway.of.menaquinol.8.biosynthesis.II	3.03607	1.23811	2.43391	0	0	0	0	0.750833	0	0	0	0	0.826645	0	1.42174	0	0	0.189968	0	0	0	0	0	0	0	1.65802	0	0	0	0.680994	0	0	0	4.38475	1.11217	0.243067	0.603698	1.19552	0	0.514635	0	0.441973	0.509808	0	1.07206	0	0	0	0.312809	0.261414	0	0	0	0	0	0	0	1.75146	0	0	0	0	0	0.486691	4.20318	2.44594	0.288973	0	0	0	0	0	0	0	0	1.37571	0	0	0	0
PWY.6270..isoprene.biosynthesis.I	37.874	22.9883	43.6951	4.44092	57.6295	11.8501	62.5252	26.866	21.0237	0	24.2394	49.5126	8.80821	40.8989	26.6063	0	9.21001	42.7739	94.559	16.7156	5.57843	0	36.9039	58.5258	67.4861	38.1135	26.1662	2.84144	0.843523	18.4864	0	4.2548	9.01653	37.4583	47.4987	21.0965	10.7816	145.435	53.1454	5.09557	2.66305	9.5419	44.9797	0	15.895	6.33117	14.8351	77.1139	89.1664	51.2605	8.76979	21.7705	34.5136	75.4528	29.4259	20.7242	44.4811	54.6895	133.826	160.093	33.5119	7.94276	74.1018	53.9651	26.2068	41.4319	19.8758	14.1289	8.86827	21.5121	30.6565	33.0296	25.7575	11.5516	36.4652	43.2318	5.03921	25.1212	84.5869	20.5579
PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis	92.1047	73.5896	165.27	119.245	109.128	103.907	100.172	254.641	83.9393	118.504	105.291	165.094	40.8164	80.3129	139.868	125.53	15.713	93.9963	82.3671	135.479	229.976	65.1583	109.132	145.08	135.755	121.239	86.766	177.608	172.282	125.395	240.009	145.604	177.839	165.571	176.673	73.9258	138.753	130.985	145.112	67.727	127.952	141.297	178.184	168.653	164.267	123.679	115.804	99.5527	107.588	97.014	66.1124	117.818	75.0264	154.072	67.6906	122.095	207.915	153.23	182.972	136.321	93.5905	69.3433	165.404	121.294	159.293	132.403	183.583	137.742	112.483	197.632	147.23	252.856	108.889	202.809	106.402	151.618	140.216	115.893	94.4434	93.005
PWY.6282..palmitoleate.biosynthesis.I..from..5Z..dodec.5.enoate.	15.2391	12.2124	13.8713	9.27442	12.9664	6.28145	5.63759	0.982196	4.36146	1.51474	6.1175	0	0	13.5597	9.77393	5.55402	20.1545	20.1701	22.9247	13.2795	2.24325	34.9054	1.00194	7.63943	10.1676	9.46147	16.5389	11.1743	18.1259	2.3207	9.82162	4.46906	0	22.8708	5.79611	5.19165	4.20753	56.5136	6.52001	2.13523	1.56633	85.3208	3.17493	0.786299	9.68932	8.09637	11.2548	145.066	50.0424	9.57853	0	0.896139	9.35466	7.72024	23.2062	6.32549	2.70889	8.73888	7.33952	20.164	11.4813	5.13703	7.7447	7.20359	2.77381	12.6189	1.01326	2.26195	0	6.4958	8.9744	0.915021	0	1.98059	2.27688	10.109	0.445861	5.28575	28.7586	3.22178
PWY.6284..superpathway.of.unsaturated.fatty.acids.biosynthesis..E..coli.	16.6558	13.3135	6.61167	10.275	14.2874	6.93001	6.21732	1.33076	4.82606	1.68151	6.75866	0	0	14.758	10.7769	6.13429	7.4596	21.8544	26.4663	3.78612	2.48977	38.1225	1.11214	8.44953	2.6561	10.4411	0	12.3319	20.0121	2.57463	0	4.96136	0	25.0364	6.42179	5.71036	5.15005	61.4769	3.82985	2.20105	1.73799	86.6316	3.52091	0	10.6968	8.93513	12.4776	79.4449	52.9198	10.4882	0	0.994886	10.3178	8.55037	14.2701	6.99076	3.0074	9.6493	10.4055	7.90391	12.7077	4.17284	8.54942	4.6063	0	0	1.41518	1.87205	0	7.20384	9.90775	1.01628	0	2.19867	2.52389	11.1394	0.495278	5.84792	12.5727	3.56999
PWY.6285..superpathway.of.fatty.acids.biosynthesis..E..coli.	17.6052	12.8377	10.2734	8.56688	15.6284	5.27071	4.48799	1.22518	0	0	6.36119	0	0	16.4899	7.38652	0	11.1452	22.607	29.2232	6.43671	0	0	0	8.60162	4.58678	9.12533	0	0	0	2.3639	0	0	0	20.2978	0	5.27413	4.98694	50.5841	5.68673	0	0	90.3511	0	0	7.80632	7.22186	13.874	103.27	55.2878	0	0	0	0	8.42805	19.9611	5.4364	0	0	9.39638	12.688	13.8748	5.58402	8.59894	5.69138	0	0	1.287	2.5068	0	7.39857	10.2367	0	0	0	2.67218	11.7166	0	0	19.4456	3.72837
