GO	kazan5500_2015_05_26_1_L01_1HP	kazan5500_2015_05_26_1_L01_2HP	kazan5500_2015_05_26_1_L01_3HP	kazan5500_2015_05_26_1_L01_4HP	kazan5500_2015_05_26_1_L01_5HP	kazan5500_2015_05_26_1_L01_6HP	kazan5500_2015_05_26_1_L01_8HP	kazan5500_2015_05_26_1_L02_10HP	kazan5500_2015_05_26_1_L02_11HP	kazan5500_2015_05_26_1_L02_12HP	kazan5500_2015_05_26_1_L02_14HP	kazan5500_2015_05_26_1_L02_15HP	kazan5500_2015_05_26_1_L02_16HP	kazan5500_2015_05_26_1_L02_9HP	kazan5500_2015_05_26_1_L03_17HP	kazan5500_2015_05_26_1_L03_19HP	kazan5500_2015_05_26_1_L03_20HP	kazan5500_2015_05_26_1_L03_21HP	kazan5500_2015_05_26_1_L03_22HP	kazan5500_2015_05_26_1_L03_23HP	kazan5500_2015_05_26_1_L03_24HP	kazan5500_2015_05_26_1_L04_25HP	kazan5500_2015_05_26_1_L04_26HP	kazan5500_2015_05_26_1_L04_27HP	kazan5500_2015_05_26_1_L04_28HP	kazan5500_2015_05_26_1_L04_29HP	kazan5500_2015_05_26_1_L04_30HP	kazan5500_2015_05_26_1_L04_31HP	kazan5500_2015_05_26_1_L05_32HP	kazan5500_2015_05_26_1_L05_33HP	kazan5500_2015_05_26_1_L05_34HP	kazan5500_2015_05_26_1_L05_36HP	kazan5500_2015_05_26_1_L05_37HP	kazan5500_2015_05_26_1_L05_38HP	kazan5500_2015_05_26_1_L05_39HP	kazan5500_2015_05_26_1_L06_40HP	kazan5500_2015_05_26_1_L06_41HP	kazan5500_2015_05_26_1_L06_42HP	kazan5500_2015_05_26_1_L06_43HP	kazan5500_2015_05_26_1_L06_44HP	kazan5500_2015_05_26_1_L06_45HP	kazan5500_2015_05_26_1_L06_46HP	kazan5500_2015_06_20_1_L01_50HP	kazan5500_2015_06_20_1_L01_52HP	kazan5500_2015_06_20_1_L01_53HP	kazan5500_2015_06_20_1_L01_54HP	kazan5500_2015_06_20_1_L01_55HP	kazan5500_2015_06_20_1_L01_56HP	kazan5500_2015_06_20_1_L01_57HP	kazan5500_2015_06_20_1_L01_59HP	kazan5500_2015_06_20_1_L02_35HP	kazan5500_2015_06_20_1_L02_48HP	kazan5500_2015_06_20_1_L02_49HP	kazan5500_2015_06_20_1_L02_60HP	kazan5500_2015_06_20_1_L02_61HP	kazan5500_2015_06_20_1_L02_62HP	kazan5500_2015_06_20_1_L02_64HP	kazan5500_2015_06_20_1_L02_65HP	kazan5500_2015_09_22_1_L06_55HP	kazan5500_2015_11_27_1_L02_51HP	kazan5500_2015_11_27_1_L02_58HP	kazan5500_2015_11_27_1_L02_63HP	kazan5500_2015_11_27_1_L02_84HP	kazan5500_2015_11_27_1_L02_97HP	kazan5500_2015_11_27_1_L03_100HP	kazan5500_2015_11_27_1_L03_101HP	kazan5500_2015_11_27_1_L03_102HP	kazan5500_2015_11_27_1_L03_105HP	kazan5500_2015_11_27_1_L03_73HP	kazan5500_2015_11_27_1_L03_74HP	kazan5500_2015_11_27_1_L04_76HP	kazan5500_2015_11_27_1_L04_77HP	kazan5500_2015_11_27_1_L04_78HP	kazan5500_2015_11_27_1_L04_79HP	kazan5500_2015_11_27_1_L04_80HP	kazan5500_2015_11_27_1_L05_81HP	kazan5500_2015_11_27_1_L05_83HP	kazan5500_2015_11_27_1_L05_85HP	kazan5500_2015_11_27_1_L05_86HP	kazan5500_2015_11_27_1_L05_88HP	kazan5500_2015_11_27_1_L05_89HP	kazan5500_2015_11_27_1_L05_90HP	kazan5500_2015_11_27_1_L06_92HP	kazan5500_2015_11_27_1_L06_93HP	kazan5500_2015_11_27_1_L06_95HP	kazan5500_2015_11_27_1_L06_96HP	kazan5500_2015_11_27_1_L06_98HP	kazan5500_2015_12_11_L01_66HP	kazan5500_2015_12_11_L01_67HP	kazan5500_2015_12_11_L01_68HP	kazan5500_2015_12_11_L01_69HP	kazan5500_2015_12_11_L01_70HP	kazan5500_2015_12_11_L01_71HP	kazan5500_2015_12_11_L02_106HP	kazan5500_2015_12_11_L02_107HP	kazan5500_2015_12_11_L02_108HP	kazan5500_2015_12_11_L02_72HP	kazan5500_2015_12_11_L05_7HP	kazan5500_2016_01_26_1_L04_109HP	kazan5500_2016_04_22_1_L01_115HP	kazan5500_2016_04_22_1_L01_119HP	kazan5500_2016_04_22_1_L02_137HP	kazan5500_2016_04_22_1_L02_138HP	kazan5500_2016_04_22_1_L02_140HP	kazan5500_2016_04_22_1_L02_141HP	kazan5500_2016_04_22_1_L02_144HP	kazan5500_2016_04_22_1_L02_145HP	kazan5500_2016_04_22_1_L02_147HP	kazan5500_2016_04_22_1_L03_134HP	kazan5500_2016_04_22_1_L03_135HP	kazan5500_2016_04_22_1_L03_136HP	kazan5500_2016_04_22_1_L03_146HP	kazan5500_2016_04_22_1_L03_149HP	kazan5500_2016_04_22_1_L03_150HP	kazan5500_2016_04_22_1_L05_148HP	kazan5500_2016_05_31_HP_A_L01_130HP	kazan5500_2016_05_31_HP_A_L01_133HP	kazan5500_2016_05_31_HP_A_L01_142HP	kazan5500_2016_05_31_HP_A_L01_143HP	kazan5500_2016_05_31_HP_A_L01_152HP	kazan5500_2016_05_31_HP_A_L01_154HP	kazan5500_2016_05_31_HP_A_L01_165HP	kazan5500_2016_05_31_HP_A_L02_131HP	kazan5500_2016_05_31_HP_A_L02_151HP	kazan5500_2016_05_31_HP_A_L02_155HP	kazan5500_2016_05_31_HP_A_L02_157HP	kazan5500_2016_05_31_HP_A_L02_158HP	kazan5500_2016_05_31_HP_A_L02_159HP	kazan5500_2016_05_31_HP_A_L02_163HP	kazan5500_2016_05_31_HP_A_L03_160HP	kazan5500_2016_05_31_HP_A_L03_162HP	kazan5500_2016_05_31_HP_A_L03_164HP	kazan5500_2016_05_31_HP_A_L03_167HP	kazan5500_2016_05_31_HP_A_L03_168HP	kazan5500_2016_05_31_HP_A_L04_166HP	kazan5500_2016_12_14_1_L01_203HP	kazan5500_2016_12_14_1_L01_204HP	kazan5500_2016_12_14_1_L01_205HP	kazan5500_2016_12_14_1_L01_206HP	kazan5500_2016_12_14_1_L01_207HP	kazan5500_2016_12_14_1_L01_208HP	kazan5500_2016_12_14_1_L02_209HP	kazan5500_2016_12_14_1_L02_210HP	kazan5500_2016_12_14_1_L02_211HP	kazan5500_2016_12_14_1_L02_212HP	kazan5500_2016_12_14_1_L02_213HP	kazan5500_2016_12_14_1_L02_214HP	kazan5500_2016_12_14_1_L03_174HP	kazan5500_2016_12_14_1_L03_175HP	kazan5500_2016_12_14_1_L03_176HP	kazan5500_2016_12_14_1_L03_177HP	kazan5500_2016_12_14_1_L03_215HP	kazan5500_2016_12_14_1_L03_216HP	kazan5500_2016_12_14_1_L04_178HP	kazan5500_2016_12_14_1_L04_179HP	kazan5500_2016_12_14_1_L04_180HP	kazan5500_2016_12_14_1_L04_181HP	kazan5500_2016_12_14_1_L04_182HP	kazan5500_2016_12_14_1_L04_183HP	kazan5500_2016_12_14_1_L05_184HP	kazan5500_2016_12_14_1_L05_185HP	kazan5500_2016_12_14_1_L05_186HP	kazan5500_2016_12_14_1_L05_187HP	kazan5500_2016_12_14_1_L05_188HP	kazan5500_2016_12_14_1_L05_189HP	kazan5500_2016_12_14_1_L06_190HP	kazan5500_2016_12_14_1_L06_191HP
GO:0019722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.318	0	0	0	0	0	0	0	4.231	0	0	0	0	0	0	0	0	0	0	0	0	0	0.497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.247	0	0	0	0	0	0	0	0	0
GO:0019773	0	0	270.737	0	0	0	0	4.261	0	0	0	0	0	14.227	20.091	0	0	5.688	0	0	4.267	0	0	0	0	0	0	0	0	0	0	0	4.284	8.138	0	0	0	0	0	0	7.084	0	0	0	0	0	2.837	2.843	0	0	0	4.261	0	0	0	0	0	20.988	0	18.441	1.416	0	0	0	1.422	0	0	22.74	0	0	20.362	0	0	0	5.487	1.422	0	0	22.756	11.475	0	5.702	9.432	0	0	0	43.757	1.447	0	0	1.422	5.285	0	0	0	0	5.726	0	10.92	5.664	0	0	0	0	0	0	0	0	0	4.286	5.696	0	0	0	0	0	0	0	0	270.737	0	0	0	0	4.261	0	0	0	0	0	14.227	20.091	0	0	5.688	0	0	4.267	0	0	0	0	0	0	0	0	0	0	0	4.284	8.138	0	0	0	0	0	0	7.084	0	0	0	0	0	2.837	2.843	0	0
GO:0019789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.551	0	0	0	0	0	0	0	0.469	0	0	0	0	0	0	0	0	0	0	0	0	0	5.092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.933	0	0	0	0	0	0	0	0	0
GO:0019805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74	0	0	0	0	0	2.454	0	1.512	0	0	0	0	0	0	0	0	0	0	0	0	0	4.132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.815	0	0	0	0	0	0	0	0	0
GO:0019808	888.66	1023.031	793.928	2451.413	1369.95	978.239	1681.505	652.709	821.65	2145.335	620.357	630.034	2200.299	442.667	792.177	922.691	2014.164	608.617	1657.451	1679.502	1282.612	1455.953	2366.095	4008.349	1440.935	2653.004	1316.936	1027.119	1821.731	1591.905	1525.989	2602.203	520.779	538.562	3846.256	2395.718	1392.945	1724.516	1662.325	1352.185	809.259	495.697	643.634	441.516	479.309	347.317	740.839	1051.857	910.101	338.873	689.831	177.738	735.809	550.611	82.371	261.627	663.754	1418.402	443.211	638.619	398.545	341.065	199.018	308.052	228.169	242.03	1030.01	337.056	398.157	1721.022	255.827	304.382	644.917	1081.261	1528.556	1222.753	670.719	917.72	1160.997	1439.523	200.413	628.671	1099.288	1637.498	3364.052	1043.337	370.474	103.696	1069.674	374.403	2720.147	3782.055	1399.007	3374.783	616.875	430.227	254.353	1781.103	452.345	197.737	2163.785	524.5	1374.031	250.208	752.06	256.322	304.682	827.963	252.68	345.615	208.126	1662.557	1240.041	1716.345	2223.626	346.739	903.646	888.66	1023.031	793.928	2451.413	1369.95	978.239	1681.505	652.709	821.65	2145.335	620.357	630.034	2200.299	442.667	792.177	922.691	2014.164	608.617	1657.451	1679.502	1282.612	1455.953	2366.095	4008.349	1440.935	2653.004	1316.936	1027.119	1821.731	1591.905	1525.989	2602.203	520.779	538.562	3846.256	2395.718	1392.945	1724.516	1662.325	1352.185	809.259	495.697	643.634	441.516	479.309	347.317	740.839	1051.857	910.101	338.873
GO:0019825	0	1.653	9.131	3.559	15.224	15.703	2.392	18.179	20.781	3.857	0	15.87	0	2.527	4.112	1.753	35.487	27.984	63.46	155.19	17.256	0	7.115	4.851	14.322	12.943	48.637	1.787	31.917	50.821	5.069	5.018	28.022	17.07	363.71	49.138	114.598	2.595	64.414	67.991	430.118	3.276	0	8.101	10.7	1.624	0.871	435.018	23.557	1.622	0.898	0	2.392	0	3.97	0.75	25.179	8.308	4.984	6.034	4.1	2.571	7.447	2.375	0	8.062	12.465	4.151	8.266	7.121	52.378	17.207	27.3	1.786	16.083	19.128	0	1.639	17.874	227.27	162.662	3.935	124.171	19.993	9.092	10.609	48.559	2.309	9.704	0.775	87.373	11.331	31.133	24.792	2.667	9.683	141.633	2.326	59.638	14.314	25.932	240.618	6.369	22.065	197.79	0.826	2.375	70.848	0	40.29	19.116	48.995	12.23	7.054	183.597	3.141	12.12	0	1.653	9.131	3.559	15.224	15.703	2.392	18.179	20.781	3.857	0	15.87	0	2.527	4.112	1.753	35.487	27.984	63.46	155.19	17.256	0	7.115	4.851	14.322	12.943	48.637	1.787	31.917	50.821	5.069	5.018	28.022	17.07	363.71	49.138	114.598	2.595	64.414	67.991	430.118	3.276	0	8.101	10.7	1.624	0.871	435.018	23.557	1.622
GO:0019877	5751.915	7412.368	3062.328	14529.692	5615.467	14907.673	8667.38	5684.415	5052.289	4529.829	6824.95	2643.96	9425.365	3501.353	2497.186	6458.993	7541.532	7789.804	10179.922	9492.414	5711.22	14244.05	8865.277	14104.601	4349.853	13921.389	20656.824	16889.655	7449.053	10020.546	7068.252	15338.286	2362.585	3049.76	12421.692	6990.094	5242.499	7524.45	11019.731	10477.61	2880.898	1688.021	5730.082	3304.379	2687.722	1997.682	7136.123	3684.968	3947.155	1076.644	2736.636	722.481	2312.711	1853.476	1769.954	2842.11	3461.844	5332.137	2502.788	2511.295	2263.641	2526.167	2200.42	4119.219	2017.795	3034.086	7407.991	2973.071	6075.158	6125.137	1184.249	2741.33	4628.28	8777.221	11204.694	12321.981	5045.195	6096.637	6494.529	3522.361	435.162	6215.798	9952.253	5151.292	8567.478	4276.405	1269.856	2360.634	7916.132	2919.881	10750.041	12684.562	5249.92	15793.383	2268.995	3093.973	1045.77	4331.233	1544.837	700.746	8071.368	2329.382	7649.56	2277.734	3269.253	1522.045	1009.82	1883.461	1788.219	2212.109	2167.088	5336.596	4628.734	4975.902	6285.012	1426.736	2771.35	5751.915	7412.368	3062.328	14529.692	5615.467	14907.673	8667.38	5684.415	5052.289	4529.829	6824.95	2643.96	9425.365	3501.353	2497.186	6458.993	7541.532	7789.804	10179.922	9492.414	5711.22	14244.05	8865.277	14104.601	4349.853	13921.389	20656.824	16889.655	7449.053	10020.546	7068.252	15338.286	2362.585	3049.76	12421.692	6990.094	5242.499	7524.45	11019.731	10477.61	2880.898	1688.021	5730.082	3304.379	2687.722	1997.682	7136.123	3684.968	3947.155	1076.644
GO:0019901	0	0.619	2.477	0	0	4.998	0	8.138	2.5	0.62	2.519	0	0	0.62	5.194	0.62	8.268	14.906	42.562	99.989	0	0	0	4.38	3.139	0.62	0	0	0.62	1.238	0	2.479	20.961	10.548	291.578	41.65	51.568	0	28.332	9.997	325.485	3.941	0	12.047	0	0	0.617	248.612	1.853	0	1.24	0	0	0	0	0	1.241	0	1.86	5.002	0.613	1.241	2.481	0	0	2.47	2.5	0	0.62	0	34.298	0	7.643	0	1.627	11.21	1.239	0	8.685	126.521	74.138	0.62	48.622	8.34	0	3.759	33.779	0	3.12	2.519	38.524	3.097	40.559	16.93	0	6.433	80.754	0	29.592	11.075	21.827	140.558	5.7	10.46	95.078	0	0	34.142	0	0	0	1.845	3.704	0	104.61	0.613	0	0	0.619	2.477	0	0	4.998	0	8.138	2.5	0.62	2.519	0	0	0.62	5.194	0.62	8.268	14.906	42.562	99.989	0	0	0	4.38	3.139	0.62	0	0	0.62	1.238	0	2.479	20.961	10.548	291.578	41.65	51.568	0	28.332	9.997	325.485	3.941	0	12.047	0	0	0.617	248.612	1.853	0
GO:0019904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.907	0	0	0	0	0	0	0	10.019	0	0	0	0	0	0	0	0	0	0	0	0	0	4.762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.608	0	0	0	0	0	0	0	0	0
GO:0019915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.674	0	0	0	0	0	0	0	1.431	0	0	0	0	0	0	0	0	0	0	0	0	0	2.573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.259	0	0	0	0	0	0	0	0	0
GO:0019985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.898	0	0	0	0	0	0	0	5.583	0	0	0	0	0	0	0	0	0	0	0	0	0	7.098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.634	0	0	0	0	0	0	0	0	0
GO:0020002	0	3.579	26.246	0	3.395	20.392	0	32.674	1.159	3.337	0	0.968	0	4.772	8.474	0	8.776	70.125	155.477	247.194	5.645	0	0	2.427	3.213	5.395	0	0	11.808	1.159	0.92	13.694	32.338	0.965	832.455	63.352	130.398	0	47.171	9.076	763.714	5.477	0.966	20.021	4.063	2.128	0	666.636	48.609	1.321	0.968	0	0	0	3.623	0	11.599	6.095	0	8.098	0	10.417	20.427	0	0	5.657	0.33	3.618	0	0	82.904	0	7.694	0	3.65	13.917	3.623	0.964	16.766	367.972	61.061	0.924	213.045	1.16	3.62	5.319	76.128	0	1.881	2.316	43.06	4.682	66.979	14.921	2.421	19.375	78.183	0	104.482	29.959	22.59	309.155	6.328	63.839	62.45	0.952	0	71.745	0	1.296	4.414	0	24.033	0	24.212	0	2.095	0	3.579	26.246	0	3.395	20.392	0	32.674	1.159	3.337	0	0.968	0	4.772	8.474	0	8.776	70.125	155.477	247.194	5.645	0	0	2.427	3.213	5.395	0	0	11.808	1.159	0.92	13.694	32.338	0.965	832.455	63.352	130.398	0	47.171	9.076	763.714	5.477	0.966	20.021	4.063	2.128	0	666.636	48.609	1.321
GO:0020037	1736.666	7376.008	1406.218	10638.83	1221.622	2186.325	4475.475	1890.855	1912.907	3406.367	1892.983	2284.981	14285.1	3850.415	2040.057	1303.453	5174.123	5029.187	8421.724	10375.982	3293.906	7003.429	2859.849	5216.078	2501.312	13924.938	3189.388	1625.148	6360.132	8174.116	5443.191	10940.664	1868.629	1343.271	10168.938	5418.341	4778.372	3705.288	7013.56	2228.851	7131.349	808.75	2797.458	2207.398	1102.291	1091.191	1113.94	5813.15	2602.57	598.43	1719.829	457.095	1208.377	995.077	166.043	149.168	1381.394	3243.42	1121.301	1110.358	936.873	702.346	2786.306	787.804	1691.599	1647.343	3553.556	2729.244	2228.145	8918.646	976.034	1798.429	6179.433	7227.722	6328.098	1584.46	3318.458	5063.068	1735.887	3652.343	1809.967	763.527	3454.285	5649.008	7359.126	6303.104	2320.877	933.569	3046.054	451.027	5988.079	1304.134	2445.563	15954.393	1322.365	992.227	1886.23	2865.404	916.429	867.931	7146.486	3678.192	8574.306	1175.301	4502.367	902.459	277.314	1419.997	1484.21	385.023	494.761	2217.847	2285.525	228.292	8711.111	628.078	1805.209	1736.666	7376.008	1406.218	10638.83	1221.622	2186.325	4475.475	1890.855	1912.907	3406.367	1892.983	2284.981	14285.1	3850.415	2040.057	1303.453	5174.123	5029.187	8421.724	10375.982	3293.906	7003.429	2859.849	5216.078	2501.312	13924.938	3189.388	1625.148	6360.132	8174.116	5443.191	10940.664	1868.629	1343.271	10168.938	5418.341	4778.372	3705.288	7013.56	2228.851	7131.349	808.75	2797.458	2207.398	1102.291	1091.191	1113.94	5813.15	2602.57	598.43
GO:0022625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.614	0	0	0	0	0	0	0	18.062	0	0	0	0	0	0	0	0	0	0	0	0	0	29.082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.033	0	0	0	0	0	0	0	0	0
GO:0022627	0	2.882	6.095	0	8.637	11.834	8.476	6.829	0	0	0.372	17.251	0	2.865	0.371	0	49.589	14.328	37.865	215.536	0	0	0	0	8.629	5.615	0	0	37.29	5.772	0.372	0.372	8.361	14.353	449.847	28.899	79.841	0	32.707	17.663	348.623	0	0	6.475	0	0	2.89	210.706	2.89	19.711	0	0	0	20.108	2.809	0	0	2.89	0	8.985	0	5.614	11.275	0	0	0	0	0	2.801	0	39.816	2.89	3.262	0	20.21	11.503	0	0	9.018	201.737	96.568	0.369	67.572	6.144	2.89	3.253	19.407	11.511	6.144	0	38.49	5.764	9.714	14.638	0	3.105	127.527	0	29.7	12.296	8.935	174.97	2.874	32.147	95.702	2.865	0	44.304	0	0.372	0	0.372	0.372	0	742.663	0	3.635	0	2.882	6.095	0	8.637	11.834	8.476	6.829	0	0	0.372	17.251	0	2.865	0.371	0	49.589	14.328	37.865	215.536	0	0	0	0	8.629	5.615	0	0	37.29	5.772	0.372	0.372	8.361	14.353	449.847	28.899	79.841	0	32.707	17.663	348.623	0	0	6.475	0	0	2.89	210.706	2.89	19.711
GO:0022820	1816.619	2699.467	1101.927	3944.845	2347.693	4276.667	4058.548	1086.633	1387.226	1796.295	1280.849	741.151	3156.493	864.04	1016.186	2009.001	1890.987	2635.582	2663.838	2581.434	2315.168	4276.336	3246.554	6081.648	1953.596	3765.527	5028.854	3898.104	2247.029	2598.506	2833.407	6332.908	778.941	1119.352	5779.852	1725.951	1232.513	3082.788	3050.441	2402.409	725.126	625.421	2097.345	1271.828	884.227	744.139	1602.36	1808.997	1587.638	477.173	1133.287	234.581	1049.828	757.072	411.816	501.434	1202.598	1296.384	785.402	793.117	748.229	862.664	471.94	1018.434	699.597	1139.997	2169.043	833.141	2400.259	2339.959	450.328	813.188	892.033	2920.078	3816.968	3006.577	1943.367	2179.856	2106.263	1498.819	145.5	1597.352	2548.328	1995.465	4114.609	1882.388	482.981	484.807	3042.384	743.391	4497.758	3159.267	1908.708	5364.818	781.206	994.586	203.212	1830.228	528.11	244.593	2253.532	602.801	2600.082	841.643	1200.261	793.993	375.637	965.774	693.156	655.422	508.007	2365.959	2146.434	2735.912	4477.977	786.953	1718.943	1816.619	2699.467	1101.927	3944.845	2347.693	4276.667	4058.548	1086.633	1387.226	1796.295	1280.849	741.151	3156.493	864.04	1016.186	2009.001	1890.987	2635.582	2663.838	2581.434	2315.168	4276.336	3246.554	6081.648	1953.596	3765.527	5028.854	3898.104	2247.029	2598.506	2833.407	6332.908	778.941	1119.352	5779.852	1725.951	1232.513	3082.788	3050.441	2402.409	725.126	625.421	2097.345	1271.828	884.227	744.139	1602.36	1808.997	1587.638	477.173
GO:0022877	600.187	527.275	739.968	1605.046	949.379	156.146	1304.552	1218.716	819.019	650.224	243.654	236.086	1356.973	288.711	208.153	566.454	1088.18	255.192	931.637	1360.438	883.241	580.848	1055.842	4329.21	786.682	243.741	507.086	426.461	2891.597	554.173	523.27	2376.262	755.571	1124.217	6193.623	1940.262	2538.878	743.618	656.103	1480.772	2662.927	248.154	81.076	174.985	276.844	245.057	114.868	1518.961	1528.154	260.208	655.779	131.036	784.67	634.838	63.881	28.45	327.667	2239.973	474.306	265.096	307.229	559.441	257.78	141.847	464.266	382.851	1544.758	204.698	305.675	861.563	501.431	114.125	287.554	323.596	755.957	750.752	842.839	742.274	530.95	1512.516	533.8	328.777	478.248	487.944	1734.139	226.587	273.825	49.942	691.069	183.156	1895.854	761.987	1447.38	5783.169	247.129	339.71	427.952	727.164	409.779	248.933	862.977	874.852	347.698	245.666	594.025	165.567	304.771	370.729	65.545	300.866	326.946	1962.459	1641.675	1426.923	4585.593	435.397	1155.108	600.187	527.275	739.968	1605.046	949.379	156.146	1304.552	1218.716	819.019	650.224	243.654	236.086	1356.973	288.711	208.153	566.454	1088.18	255.192	931.637	1360.438	883.241	580.848	1055.842	4329.21	786.682	243.741	507.086	426.461	2891.597	554.173	523.27	2376.262	755.571	1124.217	6193.623	1940.262	2538.878	743.618	656.103	1480.772	2662.927	248.154	81.076	174.985	276.844	245.057	114.868	1518.961	1528.154	260.208
GO:0030010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.631	0	0	0	0	0	0	0	23.034	0	0	0	0	0	0	0	0	0	0	0	0	0	24.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.248	0	0	0	0	0	0	0	0	0
GO:0030060	440.291	2568.544	188.48	2934.732	234.769	557.765	1689.133	254.602	288.609	392.534	356.866	297.505	2752.567	560.094	329.41	175.525	811.65	1253.004	2579.276	2485.206	447.576	1743.024	733.084	949.855	608.134	4465.277	1836.842	822.994	1315.42	2750.987	1820.092	2927.154	269.082	143.608	538.531	647.417	490.363	876.602	764.592	312.365	486.818	95.744	1748.857	1100.783	344.636	451.406	97.839	768.595	244.937	182.373	506.332	190.322	317.396	161.803	24.119	13.036	467.819	400.23	423.743	169.648	479.461	76.016	545.432	92.291	99.175	732.905	858.488	977.711	1560.763	1424.931	139.02	722.786	843.607	2372.443	1891.204	477.621	1171.893	1566.194	620.836	250.232	77.254	318.109	864.141	839.433	899.242	1164.302	261.743	66.428	1516.899	42.847	1721.367	403.341	303.549	1390.647	203.005	351.546	173.695	578.42	49.853	88.596	1276.315	662.006	2257.099	189.245	991.905	352.28	79.211	304.201	599.997	15.387	27.003	27.89	535.052	29.856	443.059	159.766	96.315	440.291	2568.544	188.48	2934.732	234.769	557.765	1689.133	254.602	288.609	392.534	356.866	297.505	2752.567	560.094	329.41	175.525	811.65	1253.004	2579.276	2485.206	447.576	1743.024	733.084	949.855	608.134	4465.277	1836.842	822.994	1315.42	2750.987	1820.092	2927.154	269.082	143.608	538.531	647.417	490.363	876.602	764.592	312.365	486.818	95.744	1748.857	1100.783	344.636	451.406	97.839	768.595	244.937	182.373
